2,108,4,5,1,0,0,5,9,0,0.32067565421160976
2,108,4,0,1,0,0,5,9,0,0.320212120438802
2,108,4,7,1,0,0,5,9,0,0.3198320701655873
2,108,4,8,1,0,0,5,9,0,0.31956408826212257
2,108,4,5,1,0,0,5,9,9,0.3173458012550108
2,108,4,0,1,0,0,5,9,9,0.316882267482203
2,108,4,7,1,0,0,5,9,9,0.3165022172089884
2,108,4,5,1,1,0,5,18,0,0.3165012443098655
2,108,4,8,1,0,0,5,9,9,0.31623423530552364
2,108,4,0,1,1,0,5,18,0,0.3160377105370577
2,108,4,7,1,1,0,5,18,0,0.31565766026384295
2,108,4,5,1,1,0,5,9,0,0.31552306406552677
2,108,4,8,1,1,0,5,18,0,0.31538967836037834
2,50,4,5,1,0,0,5,9,0,0.31528250608132713
2,50,4,0,1,0,0,5,9,0,0.3148189723085194
2,108,4,7,1,1,0,5,9,0,0.3146794800195043
2,108,4,7,1,0,0,14,9,0,0.3145871785281764
2,108,4,0,1,1,0,5,9,0,0.3145340623151597
2,50,4,7,1,0,0,5,9,0,0.3144389220353047
2,108,4,8,1,1,0,5,9,0,0.31441149811603963
2,108,4,5,1,0,0,14,9,0,0.3143198366174139
2,108,4,8,1,0,0,14,9,0,0.3143191966247117
2,50,4,8,1,0,0,5,9,0,0.31417094013184
2,108,4,5,1,0,3,5,9,0,0.31404386605436796
2,108,4,5,1,1,0,5,18,9,0.31380640048677244
2,108,4,4,1,0,0,5,9,0,0.3135967947151087
2,108,4,0,1,0,3,5,9,0,0.3135803322815602
2,50,4,5,1,0,0,5,9,9,0.3133816722449251
2,108,4,7,1,0,3,5,9,0,0.3132002820083455
2,108,4,5,1,1,0,5,9,9,0.31296923052747305
2,108,4,7,1,1,0,5,18,9,0.3129628164407499
2,108,4,8,1,0,3,5,9,0,0.3129323001048808
2,50,4,0,1,0,0,5,9,9,0.3129181384721173
2,108,4,8,1,1,0,5,18,9,0.3126948345372853
2,0,4,5,1,0,0,5,9,0,0.31269311182649945
2,50,4,7,1,0,0,5,9,9,0.3125380881989027
2,108,4,0,1,1,0,5,18,9,0.3125341126174252
2,50,4,8,1,0,0,5,9,9,0.31227010629543794
2,0,4,0,1,0,0,5,9,0,0.31222957805369167
2,108,4,7,1,1,0,5,9,9,0.3121256464814506
2,108,4,8,1,1,0,5,9,9,0.3118576645779859
2,0,4,7,1,0,0,5,9,0,0.311849527780477
2,108,4,7,1,0,0,5,9,3,0.3116374017021451
2,0,4,8,1,0,0,5,9,0,0.31158154587701237
2,50,4,5,1,1,0,5,18,0,0.31153461657643544
2,108,4,5,1,0,0,5,9,3,0.3113700597913826
2,108,4,8,1,0,0,5,9,3,0.3113694197986804
2,108,4,0,1,0,0,14,9,0,0.3112608095009041
2,50,4,0,1,1,0,5,18,0,0.3110710828036278
2,108,4,5,1,0,0,5,9,10,0.31100191895801754
2,0,4,5,1,0,0,5,9,9,0.31072711492885974
2,108,4,3,1,0,0,5,9,0,0.310696246938007
2,50,4,7,1,1,0,5,18,0,0.310691032530413
2,50,4,5,1,1,0,5,9,0,0.3106672390015742
2,108,4,5,1,0,0,5,18,0,0.3106519661818266
2,108,4,0,1,0,0,5,9,10,0.31053838518520976
2,50,4,8,1,1,0,5,18,0,0.3104230506269484
2,108,4,0,1,1,0,5,9,9,0.310281993297834
2,0,4,0,1,0,0,5,9,9,0.31026358115605196
2,108,4,0,1,0,0,5,18,0,0.31018843240901883
2,108,4,7,1,0,0,5,9,10,0.31015833491199507
2,50,4,5,1,1,0,5,18,9,0.310150709752502
2,108,4,4,1,0,0,5,9,9,0.31010984172624495
2,108,4,4,1,1,0,5,18,0,0.3100632358285108
